Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1239,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,15-Apr-20
1240,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,14-Apr-20
1241,Agra,Jagnair,Potato,Desi,FAQ,1300,1400,1350,12-Apr-20
1242,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,11-Apr-20
1243,Agra,Jagnair,Potato,Desi,FAQ,1300,1400,1350,10-Apr-20
1244,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,9-Apr-20
1245,Agra,Jagnair,Potato,Desi,FAQ,1200,1400,1300,8-Apr-20
1246,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,7-Apr-20
1247,Agra,Jagnair,Potato,Desi,FAQ,1300,1400,1350,6-Apr-20
1248,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,5-Apr-20
1249,Agra,Jagnair,Potato,Desi,FAQ,1300,1400,1350,4-Apr-20
1250,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,3-Apr-20
1251,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,2-Apr-20
1252,Agra,Jagnair,Potato,Desi,FAQ,1100,1200,1150,1-Apr-20
1253,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,31-Mar-20
1254,Agra,Jagnair,Potato,Desi,FAQ,1100,1200,1150,30-Mar-20
1255,Agra,Jagnair,Potato,Desi,FAQ,1050,1150,1100,29-Mar-20
1256,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,28-Mar-20
1257,Agra,Jagnair,Potato,Desi,FAQ,950,1000,975,27-Mar-20
1258,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,26-Mar-20
1259,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,25-Mar-20
1260,Agra,Jagnair,Potato,Desi,FAQ,950,1050,1000,21-Mar-20
1261,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,20-Mar-20
1262,Agra,Jagnair,Potato,Desi,FAQ,1000,1060,1030,19-Mar-20
1263,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,18-Mar-20
1264,Agra,Jagnair,Potato,Desi,FAQ,850,950,900,17-Mar-20
1265,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,16-Mar-20
1266,Agra,Jagnair,Potato,Desi,FAQ,850,950,900,15-Mar-20
1267,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,13-Mar-20
1268,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,12-Mar-20
1269,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,11-Mar-20
1270,Agra,Jagnair,Potato,Desi,FAQ,860,940,900,9-Mar-20
1271,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,7-Mar-20
1272,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,6-Mar-20
1273,Agra,Jagnair,Potato,Desi,FAQ,800,1000,900,5-Mar-20
1274,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,4-Mar-20
1275,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,3-Mar-20
1276,Agra,Jagnair,Potato,Desi,FAQ,850,950,900,2-Mar-20
1277,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,29-Feb-20
1278,Agra,Jagnair,Potato,Desi,FAQ,1000,1080,1040,28-Feb-20
1279,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,27-Feb-20
1280,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,26-Feb-20
1281,Agra,Jagnair,Potato,Desi,FAQ,1100,1180,1140,22-Feb-20
1282,Agra,Jagnair,Potato,Desi,FAQ,1100,1180,1140,21-Feb-20
1283,Agra,Jagnair,Potato,Desi,FAQ,1100,1180,1140,20-Feb-20
1284,Agra,Jagnair,Potato,Desi,FAQ,1100,1180,1140,19-Feb-20
1285,Agra,Jagnair,Potato,Desi,FAQ,1100,1200,1150,18-Feb-20
1286,Agra,Jagnair,Potato,Desi,FAQ,1100,1200,1150,17-Feb-20
1287,Agra,Jagnair,Potato,Desi,FAQ,1120,1200,1180,15-Feb-20
1288,Agra,Jagnair,Potato,Desi,FAQ,1100,1140,1120,14-Feb-20
1289,Agra,Jagnair,Potato,Desi,FAQ,1100,1200,1150,13-Feb-20
1290,Agra,Jagnair,Potato,Desi,FAQ,1050,1100,1075,12-Feb-20
1291,Agra,Jagnair,Potato,Desi,FAQ,950,1050,1000,11-Feb-20
1292,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,10-Feb-20
1293,Agra,Jagnair,Potato,Desi,FAQ,1000,1080,1040,9-Feb-20
1294,Agra,Jagnair,Potato,Desi,FAQ,1000,1080,1040,8-Feb-20
1295,Agra,Jagnair,Potato,Desi,FAQ,1100,1150,1125,7-Feb-20
1296,Agra,Jagnair,Potato,Desi,FAQ,1000,1080,1040,6-Feb-20
1297,Agra,Jagnair,Potato,Desi,FAQ,1000,1050,1025,5-Feb-20
1298,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,4-Feb-20
1299,Agra,Jagnair,Potato,Desi,FAQ,1000,1100,1050,3-Feb-20
1300,Agra,Jagnair,Potato,Desi,FAQ,1180,1260,1220,1-Feb-20
1301,Agra,Jagnair,Potato,Desi,FAQ,1200,1250,1225,31-Jan-20
1302,Agra,Jagnair,Potato,Desi,FAQ,1120,1200,1160,30-Jan-20
1303,Agra,Jagnair,Potato,Desi,FAQ,1150,1210,1180,29-Jan-20
1304,Agra,Jagnair,Potato,Desi,FAQ,1220,1280,1250,28-Jan-20
1305,Agra,Jagnair,Potato,Desi,FAQ,1200,1250,1225,27-Jan-20
1306,Agra,Jagnair,Potato,Desi,FAQ,1150,1250,1200,25-Jan-20
1307,Agra,Jagnair,Potato,Desi,FAQ,1180,1220,1200,24-Jan-20
1308,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,23-Jan-20
1309,Agra,Jagnair,Potato,Desi,FAQ,1200,1260,1230,22-Jan-20
1310,Agra,Jagnair,Potato,Desi,FAQ,1150,1250,1200,21-Jan-20
1311,Agra,Jagnair,Potato,Desi,FAQ,1200,1260,1230,18-Jan-20
1312,Agra,Jagnair,Potato,Desi,FAQ,1200,1240,1220,17-Jan-20
1313,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,16-Jan-20
1314,Agra,Jagnair,Potato,Desi,FAQ,1200,1260,1230,15-Jan-20
1315,Agra,Jagnair,Potato,Desi,FAQ,1180,1340,1260,14-Jan-20
1316,Agra,Jagnair,Potato,Desi,FAQ,1150,1250,1200,13-Jan-20
1317,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,11-Jan-20
1318,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,10-Jan-20
1319,Agra,Jagnair,Potato,Desi,FAQ,1220,1340,1280,9-Jan-20
1320,Agra,Jagnair,Potato,Desi,FAQ,1240,1320,1280,8-Jan-20
1321,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,6-Jan-20
1322,Agra,Jagnair,Potato,Desi,FAQ,1250,1350,1300,5-Jan-20
1323,Agra,Jagnair,Potato,Desi,FAQ,1220,1280,1250,4-Jan-20
1324,Agra,Jagnair,Potato,Desi,FAQ,1250,1300,1275,3-Jan-20
1325,Agra,Jagnair,Potato,Desi,FAQ,1200,1400,1300,2-Jan-20
1326,Agra,Jagnair,Potato,Desi,FAQ,1250,1350,1300,1-Jan-20
1327,Agra,Jarar,Potato,Desi,FAQ,2550,2750,2650,30-Oct-20
1328,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,30-Jun-20
1329,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,29-Jun-20
1330,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,27-Jun-20
1331,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,26-Jun-20
1332,Agra,Jarar,Potato,Desi,FAQ,1110,1200,1150,25-Jun-20
1333,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,24-Jun-20
1334,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,22-Jun-20
1335,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,20-Jun-20
1336,Agra,Jarar,Potato,Desi,FAQ,1100,1190,1140,19-Jun-20
1337,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,18-Jun-20
1338,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,17-Jun-20
1339,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,16-Jun-20
1340,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,15-Jun-20
1341,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,13-Jun-20
1342,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,12-Jun-20
1343,Agra,Jarar,Potato,Desi,FAQ,1200,1250,1220,11-Jun-20
1344,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,10-Jun-20
1345,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,8-Jun-20
1346,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,7-Jun-20
1347,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,5-Jun-20
1348,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,4-Jun-20
1349,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,3-Jun-20
1350,Agra,Jarar,Potato,Desi,FAQ,1110,1200,1150,2-Jun-20
1351,Agra,Jarar,Potato,Desi,FAQ,1120,1200,1160,1-Jun-20
1352,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,31-May-20
1353,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,29-May-20
1354,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,27-May-20
1355,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,26-May-20
1356,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,25-May-20
1357,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,24-May-20
1358,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,22-May-20
1359,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,20-May-20
1360,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,19-May-20
1361,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,18-May-20
1362,Agra,Jarar,Potato,Desi,FAQ,1400,1450,1420,17-May-20
1363,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,15-May-20
1364,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,14-May-20
1365,Agra,Jarar,Potato,Desi,FAQ,1100,1300,1200,13-May-20
1366,Agra,Jarar,Potato,Desi,FAQ,1200,1400,1300,12-May-20
1367,Agra,Jarar,Potato,Desi,FAQ,1250,1350,1300,11-May-20
1368,Agra,Jarar,Potato,Desi,FAQ,1250,1350,1300,10-May-20
1369,Agra,Jarar,Potato,Desi,FAQ,1250,1350,1300,8-May-20
1370,Agra,Jarar,Potato,Desi,FAQ,1250,1350,1300,7-May-20
1371,Agra,Jarar,Potato,Desi,FAQ,1250,1350,1300,6-May-20
1372,Agra,Jarar,Potato,Desi,FAQ,1250,1350,1300,5-May-20
1373,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,4-May-20
1374,Agra,Jarar,Potato,Desi,FAQ,1310,1400,1360,3-May-20
1375,Agra,Jarar,Potato,Desi,FAQ,1310,1400,1350,1-May-20
1376,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,30-Apr-20
1377,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,29-Apr-20
1378,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,28-Apr-20
1379,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,27-Apr-20
1380,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,26-Apr-20
1381,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,24-Apr-20
1382,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,23-Apr-20
1383,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,22-Apr-20
1384,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,21-Apr-20
1385,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,20-Apr-20
1386,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,19-Apr-20
1387,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,17-Apr-20
1388,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,16-Apr-20
1389,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,15-Apr-20
1390,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,14-Apr-20
1391,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,13-Apr-20
1392,Agra,Jarar,Potato,Desi,FAQ,820,920,870,12-Apr-20
1393,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,10-Apr-20
1394,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,9-Apr-20
1395,Agra,Jarar,Potato,Desi,FAQ,800,900,850,8-Apr-20
1396,Agra,Jarar,Potato,Desi,FAQ,810,910,860,7-Apr-20
1397,Agra,Jarar,Potato,Desi,FAQ,810,910,860,6-Apr-20
1398,Agra,Jarar,Potato,Desi,FAQ,800,900,850,5-Apr-20
1399,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,3-Apr-20
1400,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2-Apr-20
1401,Agra,Jarar,Potato,Desi,FAQ,1150,1200,1180,1-Apr-20
1402,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,31-Mar-20
1403,Agra,Jarar,Potato,Desi,FAQ,850,950,900,30-Mar-20
1404,Agra,Jarar,Potato,Desi,FAQ,850,950,900,29-Mar-20
1405,Agra,Jarar,Potato,Desi,FAQ,800,900,850,20-Mar-20
1406,Agra,Jarar,Potato,Desi,FAQ,800,900,850,19-Mar-20
1407,Agra,Jarar,Potato,Desi,FAQ,800,880,840,18-Mar-20
1408,Agra,Jarar,Potato,Desi,FAQ,800,900,850,17-Mar-20
1409,Agra,Jarar,Potato,Desi,FAQ,850,950,900,16-Mar-20
1410,Agra,Jarar,Potato,Desi,FAQ,850,950,900,15-Mar-20
1411,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,13-Mar-20
1412,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,12-Mar-20
1413,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,11-Mar-20
1414,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,10-Mar-20
1415,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,9-Mar-20
1416,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,8-Mar-20
1417,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,6-Mar-20
1418,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,5-Mar-20
1419,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,4-Mar-20
1420,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,3-Mar-20
1421,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,2-Mar-20
1422,Agra,Jarar,Potato,Desi,FAQ,800,900,850,1-Mar-20
1423,Agra,Jarar,Potato,Desi,FAQ,700,780,740,28-Feb-20
1424,Agra,Jarar,Potato,Desi,FAQ,700,800,750,27-Feb-20
1425,Agra,Jarar,Potato,Desi,FAQ,700,780,740,26-Feb-20
1426,Agra,Jarar,Potato,Desi,FAQ,700,800,750,25-Feb-20
1427,Agra,Jarar,Potato,Desi,FAQ,700,800,750,24-Feb-20
1428,Agra,Jarar,Potato,Desi,FAQ,700,800,750,23-Feb-20
1429,Agra,Jarar,Potato,Desi,FAQ,700,800,750,21-Feb-20
1430,Agra,Jarar,Potato,Desi,FAQ,700,800,750,20-Feb-20
1431,Agra,Jarar,Potato,Desi,FAQ,650,730,690,19-Feb-20
1432,Agra,Jarar,Potato,Desi,FAQ,650,730,700,18-Feb-20
1433,Agra,Jarar,Potato,Desi,FAQ,640,720,680,17-Feb-20
1434,Agra,Jarar,Potato,Desi,FAQ,640,740,690,16-Feb-20
1435,Agra,Jarar,Potato,Desi,FAQ,680,760,720,14-Feb-20
1436,Agra,Jarar,Potato,Desi,FAQ,670,770,720,13-Feb-20
1437,Agra,Jarar,Potato,Desi,FAQ,710,800,750,12-Feb-20
1438,Agra,Jarar,Potato,Desi,FAQ,710,810,760,11-Feb-20
1439,Agra,Jarar,Potato,Desi,FAQ,700,800,750,10-Feb-20
1440,Agra,Jarar,Potato,Desi,FAQ,680,780,730,9-Feb-20
1441,Agra,Jarar,Potato,Desi,FAQ,670,770,720,7-Feb-20
1442,Agra,Jarar,Potato,Desi,FAQ,680,770,720,6-Feb-20
1443,Agra,Jarar,Potato,Desi,FAQ,720,820,770,5-Feb-20
1444,Agra,Jarar,Potato,Desi,FAQ,720,820,770,4-Feb-20
1445,Agra,Jarar,Potato,Desi,FAQ,600,700,650,3-Feb-20
1446,Agra,Jarar,Potato,Desi,FAQ,600,700,650,2-Feb-20
1447,Agra,Jarar,Potato,Desi,FAQ,760,840,800,31-Jan-20
1448,Agra,Jarar,Potato,Desi,FAQ,760,840,800,30-Jan-20
1449,Agra,Jarar,Potato,Desi,FAQ,760,860,810,29-Jan-20
1450,Agra,Jarar,Potato,Desi,FAQ,760,840,800,28-Jan-20
1451,Agra,Jarar,Potato,Desi,FAQ,760,860,810,27-Jan-20
1452,Agra,Jarar,Potato,Desi,FAQ,760,860,810,26-Jan-20
1453,Agra,Jarar,Potato,Desi,FAQ,850,950,900,24-Jan-20
1454,Agra,Jarar,Potato,Desi,FAQ,1000,1200,1100,23-Jan-20
1455,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,22-Jan-20
1456,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,21-Jan-20
1457,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,20-Jan-20
1458,Agra,Jarar,Potato,Desi,FAQ,1000,1100,1050,19-Jan-20
1459,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,17-Jan-20
1460,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,16-Jan-20
1461,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,15-Jan-20
1462,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,14-Jan-20
1463,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,13-Jan-20
1464,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,12-Jan-20
1465,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,10-Jan-20
1466,Agra,Jarar,Potato,Desi,FAQ,1180,1250,1200,9-Jan-20
1467,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,7-Jan-20
1468,Agra,Jarar,Potato,Desi,FAQ,1180,1250,1200,6-Jan-20
1469,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,5-Jan-20
1470,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,3-Jan-20
1471,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,2-Jan-20
1472,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,1-Jan-20
1473,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,31-Dec-20
1474,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,30-Dec-20
1475,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,29-Dec-20
1476,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,28-Dec-20
1477,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,27-Dec-20
1478,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,26-Dec-20
1479,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,25-Dec-20
1480,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,24-Dec-20
1481,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,23-Dec-20
1482,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,22-Dec-20
1483,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,21-Dec-20
1484,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,20-Dec-20
1485,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,19-Dec-20
1486,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,18-Dec-20
1487,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,17-Dec-20
1488,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,16-Dec-20
1489,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,14-Dec-20
1490,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,13-Dec-20
1491,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,12-Dec-20
1492,Agra,Khairagarh,Potato,Desi,FAQ,1600,1800,1700,11-Dec-20
1493,Agra,Khairagarh,Potato,Desi,FAQ,1900,2000,1950,10-Dec-20
1494,Agra,Khairagarh,Potato,Desi,FAQ,1900,2000,1950,9-Dec-20
1495,Agra,Khairagarh,Potato,Desi,FAQ,1900,2000,1950,8-Dec-20
1496,Agra,Khairagarh,Potato,Desi,FAQ,1900,2000,1950,7-Dec-20
1497,Agra,Khairagarh,Potato,Desi,FAQ,1900,2000,1950,6-Dec-20
1498,Agra,Khairagarh,Potato,Desi,FAQ,1900,2000,1950,5-Dec-20
1499,Agra,Khairagarh,Potato,Desi,FAQ,1900,2000,1950,4-Dec-20
1500,Agra,Khairagarh,Potato,Desi,FAQ,2700,2900,2800,3-Dec-20
1501,Agra,Khairagarh,Potato,Desi,FAQ,2800,2900,2850,2-Dec-20
1502,Agra,Khairagarh,Potato,Desi,FAQ,2900,3000,2950,1-Dec-20
1503,Agra,Khairagarh,Potato,Desi,FAQ,2800,3000,2900,30-Nov-20
1504,Agra,Khairagarh,Potato,Desi,FAQ,2800,3000,2900,29-Nov-20
1505,Agra,Khairagarh,Potato,Desi,FAQ,2800,3000,2900,24-Nov-20
1506,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,7-Jul-20
1507,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,6-Jul-20
1508,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,4-Jul-20
1509,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,30-Jun-20
1510,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,29-Jun-20
1511,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,28-Jun-20
1512,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,27-Jun-20
1513,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,26-Jun-20
1514,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,25-Jun-20
1515,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,24-Jun-20
1516,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,23-Jun-20
1517,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,19-Jun-20
1518,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,18-Jun-20
1519,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,17-Jun-20
1520,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,16-Jun-20
1521,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,15-Jun-20
1522,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,14-Jun-20
1523,Agra,Khairagarh,Potato,Desi,FAQ,1200,1300,1250,13-Jun-20
1524,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,12-Jun-20
1525,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,11-Jun-20
1526,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,10-Jun-20
1527,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,9-Jun-20
1528,Agra,Khairagarh,Potato,Desi,FAQ,1200,1300,1250,8-Jun-20
1529,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,7-Jun-20
1530,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,5-Jun-20
1531,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,4-Jun-20
1532,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,3-Jun-20
1533,Agra,Khairagarh,Potato,Desi,FAQ,1200,1300,1250,2-Jun-20
1534,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,1-Jun-20
1535,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,31-May-20
1536,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,30-May-20
1537,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,29-May-20
1538,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,27-May-20
1539,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,26-May-20
1540,Agra,Khairagarh,Potato,Desi,FAQ,1200,1300,1250,25-May-20
1541,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,24-May-20
1542,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,22-May-20
1543,Agra,Khairagarh,Potato,Desi,FAQ,1200,1300,1250,21-May-20
1544,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,20-May-20
1545,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,19-May-20
1546,Agra,Khairagarh,Potato,Desi,FAQ,1200,1300,1250,18-May-20
1547,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,17-May-20
1548,Agra,Khairagarh,Potato,Desi,FAQ,1300,1400,1350,13-May-20
1549,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,12-May-20
1550,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,11-May-20
1551,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,10-May-20
1552,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,9-May-20
1553,Agra,Khairagarh,Potato,Desi,FAQ,1300,1400,1350,8-May-20
1554,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,7-May-20
1555,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,6-May-20
1556,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,5-May-20
1557,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,4-May-20
1558,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,3-May-20
1559,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2-May-20
1560,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,1-May-20
1561,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,30-Apr-20
1562,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,29-Apr-20
1563,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,28-Apr-20
1564,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,27-Apr-20
1565,Agra,Khairagarh,Potato,Desi,FAQ,1450,1550,1500,25-Apr-20
1566,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,22-Apr-20
1567,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,21-Apr-20
1568,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,20-Apr-20
1569,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,19-Apr-20
1570,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,18-Apr-20
